Brand,Model,Year,Price,Mileage,Exterior Color,Interior Color,Fuel Type,Drivetrain,VIN,Dealer Name,Dealer Zip,Bodystyle,Image Paths
Toyota,Tundra,2016,28995,75800,Super White,Black,Gasoline,Four-wheel Drive,5TFBY5F17GX577169,A Better Way Wholesale,06770,Truck,"['vehicle_images_more\\f13c357d-3763-4edb-91ba-c6fa67a2577f_1.jpg', 'vehicle_images_more\\f13c357d-3763-4edb-91ba-c6fa67a2577f_2.jpg', 'vehicle_images_more\\f13c357d-3763-4edb-91ba-c6fa67a2577f_3.jpg']"
Toyota,4Runner,2015,23995,109900,Attitude Black Metallic,Black/Graphite,Gasoline,Four-wheel Drive,JTEBU5JR3F5209778,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\18f05ca9-8950-4218-a92f-f1fc654317d0_1.jpg', 'vehicle_images_more\\18f05ca9-8950-4218-a92f-f1fc654317d0_2.jpg', 'vehicle_images_more\\18f05ca9-8950-4218-a92f-f1fc654317d0_3.jpg']"
Toyota,Corolla Hybrid,2020,16994,80899,Blueprint,Gray,Hybrid,Front-wheel Drive,JTDEBRBE5LJ008266,Destination Nissan,12206,Sedan,"['vehicle_images_more\\92cb3ece-7cb5-478c-9678-0d764467a8e8_1.jpg', 'vehicle_images_more\\92cb3ece-7cb5-478c-9678-0d764467a8e8_2.jpg', 'vehicle_images_more\\92cb3ece-7cb5-478c-9678-0d764467a8e8_3.jpg']"
Toyota,Prius,2014,11405,104151,Blizzard Pearl,Gray,Gasoline,Front-wheel Drive,JTDKN3DU5E1811271,Romeo Toyota of Glens Falls,12801,Hatchback,"['vehicle_images_more\\3a42be19-7eb7-4b6b-870b-1db4b8898aa6_1.jpg', 'vehicle_images_more\\3a42be19-7eb7-4b6b-870b-1db4b8898aa6_2.jpg', 'vehicle_images_more\\3a42be19-7eb7-4b6b-870b-1db4b8898aa6_3.jpg']"
Toyota,Camry Hybrid,2018,18200,86742,Wind Chill Pearl,Ash,Hybrid,Front-wheel Drive,4T1B21HK3JU006041,Romeo Toyota of Glens Falls,12801,Sedan,"['vehicle_images_more\\7ef6b548-a603-454a-86c6-5a29fa2844e0_1.jpg', 'vehicle_images_more\\7ef6b548-a603-454a-86c6-5a29fa2844e0_2.jpg', 'vehicle_images_more\\7ef6b548-a603-454a-86c6-5a29fa2844e0_3.jpg']"
Toyota,Prius Plug-in,2013,13276,92549,Classic Silver Metallic,Gray,Hybrid,Front-wheel Drive,JTDKN3DPXD3032056,Steve Lewis Subaru,01035,Hatchback,"['vehicle_images_more\\7c052985-ac32-417d-9488-974fdb076003_1.jpg', 'vehicle_images_more\\7c052985-ac32-417d-9488-974fdb076003_2.jpg', 'vehicle_images_more\\7c052985-ac32-417d-9488-974fdb076003_3.jpg']"
Toyota,Camry,2019,23870,22331,Predawn Gray Mica,Black,Gasoline,Front-wheel Drive,4T1B11HK5KU207363,Curry Honda Chicopee,01020,Sedan,"['vehicle_images_more\\8a9dc9b7-0491-4391-b234-4b78afc48a71_1.jpg', 'vehicle_images_more\\8a9dc9b7-0491-4391-b234-4b78afc48a71_2.jpg', 'vehicle_images_more\\8a9dc9b7-0491-4391-b234-4b78afc48a71_3.jpg']"
Toyota,Highlander Hybrid,2010,8999,187201,Black,,Hybrid,All-wheel Drive,JTEJW3EH1A2039152,Shelby Motor Cars,01109,SUV,"['vehicle_images_more\\1edd65e6-dc52-4fcd-9352-ac4b8cd2d657_1.jpg', 'vehicle_images_more\\1edd65e6-dc52-4fcd-9352-ac4b8cd2d657_2.jpg', 'vehicle_images_more\\1edd65e6-dc52-4fcd-9352-ac4b8cd2d657_3.jpg']"
Toyota,C-HR,2020,19375,37359,Silver Knockout Metallic,Black,Gasoline,Front-wheel Drive,NMTKHMBX3LR117168,Lia Toyota of Wilbraham,01095,SUV,"['vehicle_images_more\\879c35ae-8197-408b-879c-4ea3964da58b_1.jpg', 'vehicle_images_more\\879c35ae-8197-408b-879c-4ea3964da58b_2.jpg', 'vehicle_images_more\\879c35ae-8197-408b-879c-4ea3964da58b_3.jpg']"
Toyota,Yaris,2011,8998,124963,Silver Streak Mica,Dark Grey,Gasoline,Front-wheel Drive,JTDBT9K3XBL009933,Gale Toyota,06082,Sedan,"['vehicle_images_more\\0f1f9985-0779-4db2-9338-4f9bc8fdb462_1.jpg', 'vehicle_images_more\\0f1f9985-0779-4db2-9338-4f9bc8fdb462_2.jpg', 'vehicle_images_more\\0f1f9985-0779-4db2-9338-4f9bc8fdb462_3.jpg']"
Toyota,Corolla,2014,10164,150906,Super White,Steel Gray,Gasoline,Front-wheel Drive,5YFBURHE7EP119498,McGee Mazda Claremont,03743,Sedan,"['vehicle_images_more\\bef38a10-e1ed-4903-8553-e6c83bc872e6_1.jpg', 'vehicle_images_more\\bef38a10-e1ed-4903-8553-e6c83bc872e6_2.jpg', 'vehicle_images_more\\bef38a10-e1ed-4903-8553-e6c83bc872e6_3.jpg']"
Toyota,Tundra,2019,34996,43666,Gray,Black,Gasoline,Four-wheel Drive,5TFUY5F12KX809274,LeadCar GMC Utica,13502,Truck,"['vehicle_images_more\\6ad1d45b-8fa2-4e91-b409-440a593e0104_1.jpg', 'vehicle_images_more\\6ad1d45b-8fa2-4e91-b409-440a593e0104_2.jpg', 'vehicle_images_more\\6ad1d45b-8fa2-4e91-b409-440a593e0104_3.jpg']"
Toyota,Tacoma,2017,22999,76542,Cement,Gray,Gasoline,Four-wheel Drive,5TFSX5EN1HX048311,Mastrovito Hyundai,13495,Truck,"['vehicle_images_more\\6df1916d-0ec4-4bdf-a111-d8d0a5dd27f4_1.jpg', 'vehicle_images_more\\6df1916d-0ec4-4bdf-a111-d8d0a5dd27f4_2.jpg', 'vehicle_images_more\\6df1916d-0ec4-4bdf-a111-d8d0a5dd27f4_3.jpg']"
Toyota,RAV4 Hybrid,2020,26599,70799,Magnetic Gray Metallic,Black,Hybrid,All-wheel Drive,JTMM6RFV6LD001948,Mastrovito Hyundai,13495,SUV,"['vehicle_images_more\\94c1da4d-fef7-4c68-aa28-9f021a09c4d9_1.jpg', 'vehicle_images_more\\94c1da4d-fef7-4c68-aa28-9f021a09c4d9_2.jpg', 'vehicle_images_more\\94c1da4d-fef7-4c68-aa28-9f021a09c4d9_3.jpg']"
Toyota,4Runner,2016,27999,84126,Magnetic Gray Metallic,Black / Graphite,Gasoline,Four-wheel Drive,JTEBU5JR2G5333039,Mastrovito Hyundai,13495,SUV,"['vehicle_images_more\\555785af-4ff5-4472-808b-70a431e8ca3a_1.jpg', 'vehicle_images_more\\555785af-4ff5-4472-808b-70a431e8ca3a_2.jpg', 'vehicle_images_more\\555785af-4ff5-4472-808b-70a431e8ca3a_3.jpg']"
Toyota,Tacoma,2015,17999,72987,Inferno Red,Graphite,Gasoline,Rear-wheel Drive,5TFTX4CN0FX066233,Mastrovito Hyundai,13495,Truck,"['vehicle_images_more\\ed2af3b0-c281-40bb-8585-d08c40a4c0d0_1.jpg', 'vehicle_images_more\\ed2af3b0-c281-40bb-8585-d08c40a4c0d0_2.jpg', 'vehicle_images_more\\ed2af3b0-c281-40bb-8585-d08c40a4c0d0_3.jpg']"
Toyota,Tundra,2017,26888,120998,Super White,Black,Gasoline,Four-wheel Drive,5TFDY5F14HX630940,Bravo Auto Sales,13492,Truck,"['vehicle_images_more\\4fa68af2-4ee9-4cfd-b18e-d5a815aa0e95_1.jpg', 'vehicle_images_more\\4fa68af2-4ee9-4cfd-b18e-d5a815aa0e95_2.jpg', 'vehicle_images_more\\4fa68af2-4ee9-4cfd-b18e-d5a815aa0e95_3.jpg']"
Toyota,FJ Cruiser,2012,17993,146866,Silver,Dark Charcoal,Gasoline,Four-wheel Drive,JTEBU4BF5CK137977,Hitchcock Motor Car,06716,SUV,"['vehicle_images_more\\fd7e52f9-6667-497c-9c97-7a82a1880442_1.jpg', 'vehicle_images_more\\fd7e52f9-6667-497c-9c97-7a82a1880442_2.jpg', 'vehicle_images_more\\fd7e52f9-6667-497c-9c97-7a82a1880442_3.jpg']"
Toyota,RAV4 Hybrid,2018,22036,31608,Silver Sky Metallic,Ash,Hybrid,All-wheel Drive,JTMRJREV3JD204282,Subaru of Utica,13495,SUV,"['vehicle_images_more\\e6885a2e-b48d-4e21-8e5c-6943d4f29ead_1.jpg', 'vehicle_images_more\\e6885a2e-b48d-4e21-8e5c-6943d4f29ead_2.jpg', 'vehicle_images_more\\e6885a2e-b48d-4e21-8e5c-6943d4f29ead_3.jpg']"
Toyota,Yaris iA,2018,12995,46600,Black,Mid Blue Black,Gasoline,Front-wheel Drive,3MYDLBYV5JY332531,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\6de83efb-d714-4ef6-81d8-885eba1a1e16_1.jpg', 'vehicle_images_more\\6de83efb-d714-4ef6-81d8-885eba1a1e16_2.jpg', 'vehicle_images_more\\6de83efb-d714-4ef6-81d8-885eba1a1e16_3.jpg']"
Toyota,Tundra,2015,32652,81777,Blue Ribbon Metallic,Black,Gasoline,Four-wheel Drive,5TFAY5F12FX462506,Middletown Chevrolet,06457,Truck,"['vehicle_images_more\\43ef57e2-80aa-42aa-9374-0ecfde559a1e_1.jpg', 'vehicle_images_more\\43ef57e2-80aa-42aa-9374-0ecfde559a1e_2.jpg', 'vehicle_images_more\\43ef57e2-80aa-42aa-9374-0ecfde559a1e_3.jpg']"
Toyota,Highlander,2020,32258,31107,Midnight Black Metallic,,Gasoline,All-wheel Drive,5TDHZRBH1LS022767,Executive Chevrolet,06492,SUV,"['vehicle_images_more\\86756b6e-448e-4220-90a5-2a907665510b_1.jpg', 'vehicle_images_more\\86756b6e-448e-4220-90a5-2a907665510b_2.jpg', 'vehicle_images_more\\86756b6e-448e-4220-90a5-2a907665510b_3.jpg']"
Toyota,RAV4,2018,14995,115200,Black,Black,Gasoline,All-wheel Drive,2T3BFREVXJW778884,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\af525dd6-e757-4536-87e0-3471b91b049d_1.jpg', 'vehicle_images_more\\af525dd6-e757-4536-87e0-3471b91b049d_2.jpg', 'vehicle_images_more\\af525dd6-e757-4536-87e0-3471b91b049d_3.jpg']"
Toyota,Camry,2017,12495,99900,Gray,Black,Gasoline,Front-wheel Drive,4T1BF1FK6HU289178,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\cdf529e1-a74c-4f5e-9208-af0bfd80afb7_1.jpg', 'vehicle_images_more\\cdf529e1-a74c-4f5e-9208-af0bfd80afb7_2.jpg', 'vehicle_images_more\\cdf529e1-a74c-4f5e-9208-af0bfd80afb7_3.jpg']"
Toyota,RAV4,2020,26300,30657,Blue,,Gasoline,All-wheel Drive,2T3A1RFV1LC128337,Haddad Subaru,01201,SUV,"['vehicle_images_more\\bb9db4c6-9650-4a21-a14f-23a88fc691b1_1.jpg', 'vehicle_images_more\\bb9db4c6-9650-4a21-a14f-23a88fc691b1_2.jpg', 'vehicle_images_more\\bb9db4c6-9650-4a21-a14f-23a88fc691b1_3.jpg']"
Toyota,4Runner,2016,28000,73751,Super White,,Gasoline,Four-wheel Drive,JTEBU5JR7G5392894,Haddad Subaru,01201,SUV,"['vehicle_images_more\\afe37c14-7867-4f69-b56b-a0e8a016d26f_1.jpg', 'vehicle_images_more\\afe37c14-7867-4f69-b56b-a0e8a016d26f_2.jpg', 'vehicle_images_more\\afe37c14-7867-4f69-b56b-a0e8a016d26f_3.jpg']"
Toyota,Corolla Hatchback,2020,19400,47158,White,,Gasoline,Front-wheel Drive,JTNB4RBE7L3078073,Haddad Subaru,01201,Hatchback,"['vehicle_images_more\\e63b2014-ad14-42ff-9b59-f89bcdc20a7d_1.jpg', 'vehicle_images_more\\e63b2014-ad14-42ff-9b59-f89bcdc20a7d_2.jpg', 'vehicle_images_more\\e63b2014-ad14-42ff-9b59-f89bcdc20a7d_3.jpg']"
Toyota,C-HR,2020,17829,66015,Gray,Black,Gasoline,Front-wheel Drive,JTNKHMBX6L1092177,Berkshire Mazda,01240,SUV,"['vehicle_images_more\\a6a9cea2-f694-409f-8784-9804ab7e45d8_1.jpg', 'vehicle_images_more\\a6a9cea2-f694-409f-8784-9804ab7e45d8_2.jpg', 'vehicle_images_more\\a6a9cea2-f694-409f-8784-9804ab7e45d8_3.jpg']"
Toyota,Prius,2019,22400,47014,Supersonic Red,Black,Gasoline,All-wheel Drive,JTDL9RFU2K3003081,Romeo Toyota of Glens Falls,12801,Hatchback,"['vehicle_images_more\\51d19fab-bbec-4e6a-ad7d-8612c95c8971_1.jpg', 'vehicle_images_more\\51d19fab-bbec-4e6a-ad7d-8612c95c8971_2.jpg', 'vehicle_images_more\\51d19fab-bbec-4e6a-ad7d-8612c95c8971_3.jpg']"
Toyota,Sienna,2020,33500,33727,Predawn Gray Mica,Ash,Gasoline,Front-wheel Drive,5TDZZ3DC8LS082919,Romeo Toyota of Glens Falls,12801,Passenger Van,"['vehicle_images_more\\fbf88b36-1ba8-4e3b-b6a0-22d0215a9047_1.jpg', 'vehicle_images_more\\fbf88b36-1ba8-4e3b-b6a0-22d0215a9047_2.jpg', 'vehicle_images_more\\fbf88b36-1ba8-4e3b-b6a0-22d0215a9047_3.jpg']"
Toyota,4Runner,2017,29500,70918,Super White,Black/Graphite,Gasoline,Four-wheel Drive,JTEBU5JR6H5441150,Romeo Toyota of Glens Falls,12801,SUV,"['vehicle_images_more\\c3fad08d-d5c5-48f9-99bb-fe0c9aa75070_1.jpg', 'vehicle_images_more\\c3fad08d-d5c5-48f9-99bb-fe0c9aa75070_2.jpg', 'vehicle_images_more\\c3fad08d-d5c5-48f9-99bb-fe0c9aa75070_3.jpg']"
Toyota,Prius c,2018,13995,116186,Black Sand Pearl,Black,Gasoline,Front-wheel Drive,JTDKDTB3XJ1603121,Abeel Auto Sales,12401,Hatchback,"['vehicle_images_more\\95d6ed61-c8c6-4e66-80f3-33cf9d2c2f83_1.jpg', 'vehicle_images_more\\95d6ed61-c8c6-4e66-80f3-33cf9d2c2f83_2.jpg', 'vehicle_images_more\\95d6ed61-c8c6-4e66-80f3-33cf9d2c2f83_3.jpg']"
Toyota,RAV4,2020,21997,61736,Super White,Gray,Gasoline,All-wheel Drive,2T3F1RFV7LC134715,Thrifty Car Sales - Westfield,01085,SUV,"['vehicle_images_more\\34edbcd9-48fa-4e64-96d0-e932b0f35f2b_1.jpg', 'vehicle_images_more\\34edbcd9-48fa-4e64-96d0-e932b0f35f2b_2.jpg', 'vehicle_images_more\\34edbcd9-48fa-4e64-96d0-e932b0f35f2b_3.jpg']"
Toyota,Camry Hybrid,2018,22000,49755,Predawn Gray Mica,Black,Hybrid,Front-wheel Drive,4T1B31HK2JU505314,Balise Toyota,01089,Sedan,"['vehicle_images_more\\36a0beaf-1ede-41b5-91a8-b724f50c3023_1.jpg', 'vehicle_images_more\\36a0beaf-1ede-41b5-91a8-b724f50c3023_2.jpg', 'vehicle_images_more\\36a0beaf-1ede-41b5-91a8-b724f50c3023_3.jpg']"
Toyota,C-HR,2020,21499,47187,Silver Knockout Metallic,Black,Gasoline,Front-wheel Drive,NMTKHMBX8LR108174,Key Honda of Rutland,05701,SUV,"['vehicle_images_more\\2231d065-9710-439e-999d-fc8367ec816e_1.jpg', 'vehicle_images_more\\2231d065-9710-439e-999d-fc8367ec816e_2.jpg', 'vehicle_images_more\\2231d065-9710-439e-999d-fc8367ec816e_3.jpg']"
Toyota,Tacoma,2012,15900,150090,White,Gray,Gasoline,Four-wheel Drive,5TFUU4EN3CX044295,Careys Auto Sales,05701,Truck,"['vehicle_images_more\\5232a48c-4177-4e62-8f27-6d2aacaf3b4d_1.jpg', 'vehicle_images_more\\5232a48c-4177-4e62-8f27-6d2aacaf3b4d_2.jpg', 'vehicle_images_more\\5232a48c-4177-4e62-8f27-6d2aacaf3b4d_3.jpg']"
Toyota,Tundra,2010,13887,144427,Black,,Gasoline,Four-wheel Drive,5TFUY5F15AX105438,Shelby Motor Cars,01109,Truck,"['vehicle_images_more\\0bc9e204-f0d1-4956-acdd-56acc7348347_1.jpg', 'vehicle_images_more\\0bc9e204-f0d1-4956-acdd-56acc7348347_2.jpg', 'vehicle_images_more\\0bc9e204-f0d1-4956-acdd-56acc7348347_3.jpg']"
Toyota,Tacoma,2018,25990,98544,Super White,Cement Gray,Gasoline,Four-wheel Drive,3TMCZ5AN6JM184255,Lava Motors,06019,Truck,"['vehicle_images_more\\53263ca5-c358-425e-b21a-a79b956fe17a_1.jpg', 'vehicle_images_more\\53263ca5-c358-425e-b21a-a79b956fe17a_2.jpg', 'vehicle_images_more\\53263ca5-c358-425e-b21a-a79b956fe17a_3.jpg']"
Toyota,Yaris,2016,10491,91880,Magnetic Gray Metallic,Black w/Circle Design,Gasoline,Front-wheel Drive,VNKKTUD33GA058045,DCH Wappingers Falls Toyota,12590,Hatchback,"['vehicle_images_more\\fe6722a7-eda8-4a21-adca-f4230b82fd7a_1.jpg', 'vehicle_images_more\\fe6722a7-eda8-4a21-adca-f4230b82fd7a_2.jpg', 'vehicle_images_more\\fe6722a7-eda8-4a21-adca-f4230b82fd7a_3.jpg']"
Toyota,Prius Prime,2020,25490,35630,Supersonic Red,Black,Gasoline,Front-wheel Drive,JTDKARFP6L3161129,DCH Wappingers Falls Toyota,12590,Hatchback,"['vehicle_images_more\\0ddd87c2-8bb3-4319-a925-83d86fc5c238_1.jpg', 'vehicle_images_more\\0ddd87c2-8bb3-4319-a925-83d86fc5c238_2.jpg', 'vehicle_images_more\\0ddd87c2-8bb3-4319-a925-83d86fc5c238_3.jpg']"
Toyota,Camry,2015,15495,98000,Super White,Ash,Gasoline,Front-wheel Drive,4T1BF1FK7FU498426,Moore's Automotive Sales & Service,06066,Sedan,"['vehicle_images_more\\669ac267-0497-4e6b-b3ee-a960fc9d4dc2_1.jpg', 'vehicle_images_more\\669ac267-0497-4e6b-b3ee-a960fc9d4dc2_2.jpg', 'vehicle_images_more\\669ac267-0497-4e6b-b3ee-a960fc9d4dc2_3.jpg']"
Toyota,4Runner,2017,28998,106221,Black,BLACK,Gasoline,Four-wheel Drive,JTEBU5JR3H5469777,CarMax Waterbury,06705,SUV,"['vehicle_images_more\\c3acc0db-2039-4738-9e48-f25644a7f3ab_1.jpg', 'vehicle_images_more\\c3acc0db-2039-4738-9e48-f25644a7f3ab_2.jpg', 'vehicle_images_more\\c3acc0db-2039-4738-9e48-f25644a7f3ab_3.jpg']"
Toyota,Camry,2017,15441,80671,Midnight Black Metallic,Black,Gasoline,Front-wheel Drive,4T1BF1FK9HU338034,Ingersoll Auto of Danbury,06810,Sedan,"['vehicle_images_more\\1a0fd9a1-45f3-44ba-8031-0b0c798f1671_1.jpg', 'vehicle_images_more\\1a0fd9a1-45f3-44ba-8031-0b0c798f1671_2.jpg', 'vehicle_images_more\\1a0fd9a1-45f3-44ba-8031-0b0c798f1671_3.jpg']"
Toyota,Prius,2015,9998,147000,Gray,Gray,Hybrid,Front-wheel Drive,JTDKN3DU5F1935056,Unknown,Unknown,Hatchback,"['vehicle_images_more\\0421870d-d01a-4973-a2fa-33013299063f_1.jpg', 'vehicle_images_more\\0421870d-d01a-4973-a2fa-33013299063f_2.jpg', 'vehicle_images_more\\0421870d-d01a-4973-a2fa-33013299063f_3.jpg']"
Toyota,RAV4,2014,15369,110402,White,,Gasoline,All-wheel Drive,2T3DFREV0EW133661,Brattleboro Subaru,05301,SUV,"['vehicle_images_more\\ef116e23-f41d-4652-b6c8-0db4b9f9dc99_1.jpg', 'vehicle_images_more\\ef116e23-f41d-4652-b6c8-0db4b9f9dc99_2.jpg', 'vehicle_images_more\\ef116e23-f41d-4652-b6c8-0db4b9f9dc99_3.jpg']"
Toyota,Highlander,2015,15741,155385,Red,,Gasoline,All-wheel Drive,5TDJKRFH5FS174572,Brattleboro Subaru,05301,SUV,"['vehicle_images_more\\bba5647d-db2f-4b0d-b55a-7f79bc1fbe0d_1.jpg', 'vehicle_images_more\\bba5647d-db2f-4b0d-b55a-7f79bc1fbe0d_2.jpg', 'vehicle_images_more\\bba5647d-db2f-4b0d-b55a-7f79bc1fbe0d_3.jpg']"
Toyota,Camry,2018,21900,36950,Galactic Aqua Mica,Ash,Gasoline,Front-wheel Drive,JTNB11HK4J3043396,Romeo Toyota of Glens Falls,12801,Sedan,"['vehicle_images_more\\ff62319c-bf4a-415b-b26c-f74272942b3b_1.jpg', 'vehicle_images_more\\ff62319c-bf4a-415b-b26c-f74272942b3b_2.jpg', 'vehicle_images_more\\ff62319c-bf4a-415b-b26c-f74272942b3b_3.jpg']"
Toyota,RAV4 Hybrid,2020,24590,116112,Silver Sky Metallic w/Midnight Black Roof,Black,Hybrid,All-wheel Drive,JTMEWRFV7LD537702,Romeo Toyota of Glens Falls,12801,SUV,"['vehicle_images_more\\70f68332-97bb-4d0a-bd17-d3ca4b5b1cf7_1.jpg', 'vehicle_images_more\\70f68332-97bb-4d0a-bd17-d3ca4b5b1cf7_2.jpg', 'vehicle_images_more\\70f68332-97bb-4d0a-bd17-d3ca4b5b1cf7_3.jpg']"
Toyota,Prius Prime,2017,18988,82915,GY,BK,Gasoline,Front-wheel Drive,JTDKARFP8H3065235,Bachetti's Auto Sales,01257,Hatchback,"['vehicle_images_more\\b29cbfc9-3c12-4ba3-aa41-cb8e0cfdfeea_1.jpg', 'vehicle_images_more\\b29cbfc9-3c12-4ba3-aa41-cb8e0cfdfeea_2.jpg', 'vehicle_images_more\\b29cbfc9-3c12-4ba3-aa41-cb8e0cfdfeea_3.jpg']"
Toyota,Highlander Hybrid,2019,31089,86765,Blizzard Pearl,Saddle Tan,Hybrid,All-wheel Drive,5TDDGRFH9KS061085,Lia Toyota of Northampton,01060,SUV,"['vehicle_images_more\\b000c758-29c7-4fd4-baeb-f81c94b19fa8_1.jpg', 'vehicle_images_more\\b000c758-29c7-4fd4-baeb-f81c94b19fa8_2.jpg', 'vehicle_images_more\\b000c758-29c7-4fd4-baeb-f81c94b19fa8_3.jpg']"
Toyota,RAV4 Hybrid,2020,23362,99096,Blue Print,Black,Hybrid,All-wheel Drive,2T3RWRFV8LW056460,Lia Toyota of Northampton,01060,SUV,"['vehicle_images_more\\127d14c0-be14-47e4-bdb8-968fcb4f78e6_1.jpg', 'vehicle_images_more\\127d14c0-be14-47e4-bdb8-968fcb4f78e6_2.jpg', 'vehicle_images_more\\127d14c0-be14-47e4-bdb8-968fcb4f78e6_3.jpg']"
Toyota,Tacoma,2018,26449,76730,Silver,,Gasoline,Four-wheel Drive,3TMCZ5AN7JM135579,Balise Toyota,01089,Truck,"['vehicle_images_more\\8d616a14-96b4-4a0f-924a-6af99ea7b964_1.jpg', 'vehicle_images_more\\8d616a14-96b4-4a0f-924a-6af99ea7b964_2.jpg', 'vehicle_images_more\\8d616a14-96b4-4a0f-924a-6af99ea7b964_3.jpg']"
Toyota,RAV4,2019,20986,82622,Magnetic Gray Metallic,Black,Gasoline,All-wheel Drive,JTMF1RFV2KJ016597,Balise Toyota,01089,SUV,"['vehicle_images_more\\59099b4a-1e66-4097-8f02-04386cb88e07_1.jpg', 'vehicle_images_more\\59099b4a-1e66-4097-8f02-04386cb88e07_2.jpg', 'vehicle_images_more\\59099b4a-1e66-4097-8f02-04386cb88e07_3.jpg']"
Toyota,RAV4,2017,19651,60260,Electric Storm Blue,Black,Gasoline,All-wheel Drive,2T3BFREV8HW559822,Balise Toyota,01089,SUV,"['vehicle_images_more\\97d6c5b3-e666-41aa-9f97-69387b04e351_1.jpg', 'vehicle_images_more\\97d6c5b3-e666-41aa-9f97-69387b04e351_2.jpg', 'vehicle_images_more\\97d6c5b3-e666-41aa-9f97-69387b04e351_3.jpg']"
Toyota,Tacoma,2009,10500,240486,Magnetic Gray Metallic,Graphite,Gasoline,Four-wheel Drive,3TMMU52NX9M013828,Full Throttle Powersports,06088,Truck,"['vehicle_images_more\\e740e4db-c49e-4238-9e62-f706d4c95b77_1.jpg', 'vehicle_images_more\\e740e4db-c49e-4238-9e62-f706d4c95b77_2.jpg', 'vehicle_images_more\\e740e4db-c49e-4238-9e62-f706d4c95b77_3.jpg']"
Toyota,4Runner,2012,10900,181791,Black,,Gasoline,Four-wheel Drive,JTEBU5JR6C5080057,Stop and Drive Auto Sales,06088,SUV,"['vehicle_images_more\\9ceae83d-1fcc-452f-ba43-0096d5fbe1a1_1.jpg', 'vehicle_images_more\\9ceae83d-1fcc-452f-ba43-0096d5fbe1a1_2.jpg', 'vehicle_images_more\\9ceae83d-1fcc-452f-ba43-0096d5fbe1a1_3.jpg']"
Toyota,RAV4,2019,26888,57250,Midnight Black Metallic,Black,Gasoline,All-wheel Drive,JTMN1RFV9KD506514,Schaller Acura,06040,SUV,"['vehicle_images_more\\1058eacd-33f1-459f-a886-9d96f685ad68_1.jpg', 'vehicle_images_more\\1058eacd-33f1-459f-a886-9d96f685ad68_2.jpg', 'vehicle_images_more\\1058eacd-33f1-459f-a886-9d96f685ad68_3.jpg']"
Toyota,Avalon,2019,22644,87975,Parisian Night Pearl,Black,Gasoline,Front-wheel Drive,4T1BZ1FB3KU038486,Blasius Pre-Owned Auto,06708,Sedan,"['vehicle_images_more\\74e6dcb2-53eb-4e27-9b80-b59fbec3f93b_1.jpg', 'vehicle_images_more\\74e6dcb2-53eb-4e27-9b80-b59fbec3f93b_2.jpg', 'vehicle_images_more\\74e6dcb2-53eb-4e27-9b80-b59fbec3f93b_3.jpg']"
Toyota,Sequoia,2008,11995,207709,Nautical Blue Metallic,,Gasoline,Rear-wheel Drive,5TDZY68A98S003746,Supreme Automotive,06051,SUV,"['vehicle_images_more\\0d492c78-52a8-402f-9662-4026e2843d41_1.jpg', 'vehicle_images_more\\0d492c78-52a8-402f-9662-4026e2843d41_2.jpg', 'vehicle_images_more\\0d492c78-52a8-402f-9662-4026e2843d41_3.jpg']"
Toyota,RAV4 Hybrid,2019,23492,99585,Gray,Light Gray,Hybrid,All-wheel Drive,2T3RWRFV2KW008502,Tasca Ford Berlin,06037,SUV,"['vehicle_images_more\\69419d01-b932-4916-8c8d-12dbbcb67335_1.jpg', 'vehicle_images_more\\69419d01-b932-4916-8c8d-12dbbcb67335_2.jpg', 'vehicle_images_more\\69419d01-b932-4916-8c8d-12dbbcb67335_3.jpg']"
Toyota,Avalon,2014,12995,93100,Magnetic Gray Metallic,Light Gray,Gasoline,Front-wheel Drive,4T1BK1EB1EU121599,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\22a63afa-2fe0-49fa-9ec3-98c382f4c7ea_1.jpg', 'vehicle_images_more\\22a63afa-2fe0-49fa-9ec3-98c382f4c7ea_2.jpg', 'vehicle_images_more\\22a63afa-2fe0-49fa-9ec3-98c382f4c7ea_3.jpg']"
Toyota,Avalon,2011,15995,52646,Cypress Pearl,Light Gray,Gasoline,Front-wheel Drive,4T1BK3DB8BU411847,J & M Automotive,06770,Sedan,"['vehicle_images_more\\076b92fb-ec4e-4604-bce8-12caacc43e62_1.jpg', 'vehicle_images_more\\076b92fb-ec4e-4604-bce8-12caacc43e62_2.jpg', 'vehicle_images_more\\076b92fb-ec4e-4604-bce8-12caacc43e62_3.jpg']"
Toyota,RAV4,2020,19998,99472,Super White,Light Gray,Gasoline,All-wheel Drive,2T3F1RFVXLW087100,Mcgee Hyundai of Lebanon,03766,SUV,"['vehicle_images_more\\2fbaf3cc-c5d7-4802-8f68-b4bd947a4aaa_1.jpg', 'vehicle_images_more\\2fbaf3cc-c5d7-4802-8f68-b4bd947a4aaa_2.jpg', 'vehicle_images_more\\2fbaf3cc-c5d7-4802-8f68-b4bd947a4aaa_3.jpg']"
