Brand,Model,Year,Price,Mileage,Exterior Color,Interior Color,Fuel Type,Drivetrain,VIN,Dealer Name,Dealer Zip,Bodystyle,Image Paths
Mercedes-Benz,C-Class,2018,13900,90370,Black,,Gasoline,All-wheel Drive,55SWF4KB8JU248755,Stop and Drive Auto Sales,06088,Sedan,"['vehicle_images_more\\ad376120-67a4-436e-bfa5-b598527e854e_1.jpg', 'vehicle_images_more\\ad376120-67a4-436e-bfa5-b598527e854e_2.jpg', 'vehicle_images_more\\ad376120-67a4-436e-bfa5-b598527e854e_3.jpg']"
Mercedes-Benz,C-Class,2017,11995,122828,Polar White,Black,Gasoline,All-wheel Drive,55SWF4KB5HU204058,Central A/S LLC,06088,Sedan,"['vehicle_images_more\\dbc43647-b14d-4ab0-9d40-8d3f44372701_1.jpg', 'vehicle_images_more\\dbc43647-b14d-4ab0-9d40-8d3f44372701_2.jpg', 'vehicle_images_more\\dbc43647-b14d-4ab0-9d40-8d3f44372701_3.jpg']"
Mercedes-Benz,GLA 250,2017,13299,92994,,,Gasoline,All-wheel Drive,WDCTG4GB5HJ318994,Blasius of Bristol,06010,SUV,"['vehicle_images_more\\d8a25e5e-84f8-4bec-9007-01236ec24217_1.jpg', 'vehicle_images_more\\d8a25e5e-84f8-4bec-9007-01236ec24217_2.jpg', 'vehicle_images_more\\d8a25e5e-84f8-4bec-9007-01236ec24217_3.jpg']"
Mercedes-Benz,E-Class,2015,12450,103491,Blue,Silk Beige/Espresso,Gasoline,All-wheel Drive,WDDHF8JB3FB125691,Auto Care LLC,06066,Sedan,"['vehicle_images_more\\0ce8a1a2-617c-47af-a2ad-f6e9f821830f_1.jpg', 'vehicle_images_more\\0ce8a1a2-617c-47af-a2ad-f6e9f821830f_2.jpg', 'vehicle_images_more\\0ce8a1a2-617c-47af-a2ad-f6e9f821830f_3.jpg']"
Mercedes-Benz,C-Class,2012,8994,108065,Palladium Silver Metallic,Black,Gasoline,All-wheel Drive,WDDGF8BB8CR206968,Blasius Pre-Owned Auto,06708,Sedan,"['vehicle_images_more\\3f856e52-4703-4ccc-a2b8-e9d9ae66119c_1.jpg', 'vehicle_images_more\\3f856e52-4703-4ccc-a2b8-e9d9ae66119c_2.jpg', 'vehicle_images_more\\3f856e52-4703-4ccc-a2b8-e9d9ae66119c_3.jpg']"
Mercedes-Benz,GLK-Class,2014,11444,85638,Black,Black,Gasoline,All-wheel Drive,WDCGG8JB5EG177046,Blasius Pre-Owned Auto,06708,SUV,"['vehicle_images_more\\f88e996b-d95b-4f47-9189-0022c0dbd6e5_1.jpg', 'vehicle_images_more\\f88e996b-d95b-4f47-9189-0022c0dbd6e5_2.jpg', 'vehicle_images_more\\f88e996b-d95b-4f47-9189-0022c0dbd6e5_3.jpg']"
Mercedes-Benz,C-Class,2017,16998,72889,Lunar Blue Metallic,Silk Beige/Black,Gasoline,All-wheel Drive,55SWF4KB9HU221218,Hitchcock Motor Car,06716,Sedan,"['vehicle_images_more\\e66ff7d7-206d-4cdc-ab5e-344784f4f667_1.jpg', 'vehicle_images_more\\e66ff7d7-206d-4cdc-ab5e-344784f4f667_2.jpg', 'vehicle_images_more\\e66ff7d7-206d-4cdc-ab5e-344784f4f667_3.jpg']"
Mercedes-Benz,E-Class,2018,26995,36700,White,Tan,Gasoline,All-wheel Drive,WDD1J6GB9JF030730,A Better Way Wholesale,06770,Coupe,"['vehicle_images_more\\6fc580c6-9027-41e6-b18b-50c24f754d41_1.jpg', 'vehicle_images_more\\6fc580c6-9027-41e6-b18b-50c24f754d41_2.jpg', 'vehicle_images_more\\6fc580c6-9027-41e6-b18b-50c24f754d41_3.jpg']"
Mercedes-Benz,E-Class,2019,22995,60800,Gray,Black,Gasoline,All-wheel Drive,WDDZF4KB7KA505922,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\c5ccbfa2-9c71-42ae-9c9c-1a617ab718c8_1.jpg', 'vehicle_images_more\\c5ccbfa2-9c71-42ae-9c9c-1a617ab718c8_2.jpg', 'vehicle_images_more\\c5ccbfa2-9c71-42ae-9c9c-1a617ab718c8_3.jpg']"
Mercedes-Benz,E-Class,2019,30995,66600,Lunar Blue Metallic,Tan,Gasoline,All-wheel Drive,WDDZH6JB1KA606140,A Better Way Wholesale,06770,Wagon,"['vehicle_images_more\\05141895-94f3-4824-b343-e19b7550b575_1.jpg', 'vehicle_images_more\\05141895-94f3-4824-b343-e19b7550b575_2.jpg', 'vehicle_images_more\\05141895-94f3-4824-b343-e19b7550b575_3.jpg']"
Mercedes-Benz,GLC 300,2020,29995,18800,Selenite Grey Metallic,Black MB-Tex,Gasoline,All-wheel Drive,W1N0G8EB2LF838917,J & M Automotive,06770,SUV,"['vehicle_images_more\\0743edc4-a839-4cd8-aaa7-421e160cdcfb_1.jpg', 'vehicle_images_more\\0743edc4-a839-4cd8-aaa7-421e160cdcfb_2.jpg', 'vehicle_images_more\\0743edc4-a839-4cd8-aaa7-421e160cdcfb_3.jpg']"
Mercedes-Benz,GLK-Class,2013,15995,65399,Cuprite Brown Metallic,Black,Gasoline,All-wheel Drive,WDCGG8JB6DG002593,J & M Automotive,06770,SUV,"['vehicle_images_more\\63d13a47-3bb3-4c5c-bb7e-b0a0f1cd5c7f_1.jpg', 'vehicle_images_more\\63d13a47-3bb3-4c5c-bb7e-b0a0f1cd5c7f_2.jpg', 'vehicle_images_more\\63d13a47-3bb3-4c5c-bb7e-b0a0f1cd5c7f_3.jpg']"
Mercedes-Benz,GLB 250,2020,26995,48913,Iridium Silver Metallic,Black,Gasoline,All-wheel Drive,W1N4M4HBXLW042379,J & M Automotive,06770,SUV,"['vehicle_images_more\\275c8698-d3cf-41b7-8b2c-15bafed1a295_1.jpg', 'vehicle_images_more\\275c8698-d3cf-41b7-8b2c-15bafed1a295_2.jpg', 'vehicle_images_more\\275c8698-d3cf-41b7-8b2c-15bafed1a295_3.jpg']"
Mercedes-Benz,GL-Class,2009,8401,157833,Arctic White,Black,Gasoline,All-wheel Drive,4JGBF71E29A457227,Gary-Jackson Motors,01507,SUV,"['vehicle_images_more\\97861a83-95ca-41a9-8522-0759776da07e_1.jpg', 'vehicle_images_more\\97861a83-95ca-41a9-8522-0759776da07e_2.jpg', 'vehicle_images_more\\97861a83-95ca-41a9-8522-0759776da07e_3.jpg']"
Mercedes-Benz,C-Class,2018,19500,60876,White,,Gasoline,All-wheel Drive,WDDWF4KBXJR404523,Wallingford Auto Park,06492,Sedan,"['vehicle_images_more\\8f93d4ea-a497-4471-bcca-49c3b80a9e2e_1.jpg', 'vehicle_images_more\\8f93d4ea-a497-4471-bcca-49c3b80a9e2e_2.jpg', 'vehicle_images_more\\8f93d4ea-a497-4471-bcca-49c3b80a9e2e_3.jpg']"
Mercedes-Benz,GLC 300,2018,25947,76930,White,,Gasoline,All-wheel Drive,WDC0J4KB2JF357496,Keeler Pre-owned,12110,SUV,"['vehicle_images_more\\b45d5d41-bcde-41f9-b012-b92d8899c2c7_1.jpg', 'vehicle_images_more\\b45d5d41-bcde-41f9-b012-b92d8899c2c7_2.jpg', 'vehicle_images_more\\b45d5d41-bcde-41f9-b012-b92d8899c2c7_3.jpg']"
Mercedes-Benz,GLC 300,2017,15995,117057,Blue,Silk Beige/Black,Gasoline,All-wheel Drive,WDC0G4KBXHF174212,Lusso Motors,12010,SUV,"['vehicle_images_more\\f7a3a71b-c7da-43e7-974e-f279661b49da_1.jpg', 'vehicle_images_more\\f7a3a71b-c7da-43e7-974e-f279661b49da_2.jpg', 'vehicle_images_more\\f7a3a71b-c7da-43e7-974e-f279661b49da_3.jpg']"
Mercedes-Benz,E-Class,2014,9999,161454,Gray,,Gasoline,All-wheel Drive,WDDHF8JB2EA888418,Shelby Motor Cars,01109,Sedan,"['vehicle_images_more\\958a8054-dd9e-4abd-ac34-e710d0744fb5_1.jpg', 'vehicle_images_more\\958a8054-dd9e-4abd-ac34-e710d0744fb5_2.jpg', 'vehicle_images_more\\958a8054-dd9e-4abd-ac34-e710d0744fb5_3.jpg']"
Mercedes-Benz,GLA 250,2018,15995,93365,Black,,Gasoline,All-wheel Drive,WDCTG4GB0JJ471241,Toyota of Keene,03446,SUV,"['vehicle_images_more\\5e2b2fd2-0d55-45ca-a865-4c2834c467de_1.jpg', 'vehicle_images_more\\5e2b2fd2-0d55-45ca-a865-4c2834c467de_2.jpg', 'vehicle_images_more\\5e2b2fd2-0d55-45ca-a865-4c2834c467de_3.jpg']"
Mercedes-Benz,M-Class,2011,6995,149114,Black,Black,Gasoline,All-wheel Drive,4JGBB8GB1BA714009,Central A/S LLC,06088,SUV,"['vehicle_images_more\\11498208-665a-4c07-b15e-716dfff8b1f8_1.jpg', 'vehicle_images_more\\11498208-665a-4c07-b15e-716dfff8b1f8_2.jpg', 'vehicle_images_more\\11498208-665a-4c07-b15e-716dfff8b1f8_3.jpg']"
Mercedes-Benz,C-Class,2012,7795,131139,Black,Almond Beige,E85 Flex Fuel,All-wheel Drive,WDDGF8BB2CA696763,Prime Wheels LLC,06088,Sedan,"['vehicle_images_more\\da39ff19-1d47-4b0d-b9c2-f2f5bccdc70b_1.jpg', 'vehicle_images_more\\da39ff19-1d47-4b0d-b9c2-f2f5bccdc70b_2.jpg', 'vehicle_images_more\\da39ff19-1d47-4b0d-b9c2-f2f5bccdc70b_3.jpg']"
Mercedes-Benz,C-Class,2014,15998,72657,Red,TAN,Gasoline,Four-wheel Drive,WDDGF8AB4EA937548,CarMax Hartford,06120,Sedan,"['vehicle_images_more\\808147ed-8fc8-474d-b1e4-fd0fd504dcbb_1.jpg', 'vehicle_images_more\\808147ed-8fc8-474d-b1e4-fd0fd504dcbb_2.jpg', 'vehicle_images_more\\808147ed-8fc8-474d-b1e4-fd0fd504dcbb_3.jpg']"
Mercedes-Benz,C-Class,2020,25589,37046,White,,Gasoline,All-wheel Drive,W1KWF8EB0LR579420,Gengras Volvo,06108,Sedan,"['vehicle_images_more\\f0c15b77-0caa-41be-bcfe-fd517f8bc227_1.jpg', 'vehicle_images_more\\f0c15b77-0caa-41be-bcfe-fd517f8bc227_2.jpg', 'vehicle_images_more\\f0c15b77-0caa-41be-bcfe-fd517f8bc227_3.jpg']"
Mercedes-Benz,GLB 250,2020,23700,51223,,,Gasoline,All-wheel Drive,W1N4M4HB1LW028998,Gengras Volkswagen of Plainville,06062,SUV,"['vehicle_images_more\\e6f86859-37ce-41ef-9949-41826f3fbe5b_1.jpg', 'vehicle_images_more\\e6f86859-37ce-41ef-9949-41826f3fbe5b_2.jpg', 'vehicle_images_more\\e6f86859-37ce-41ef-9949-41826f3fbe5b_3.jpg']"
Mercedes-Benz,CLA 250,2019,15986,82682,Gray,Black,E85 Flex Fuel,All-wheel Drive,WDDSJ4GB4KN723625,Shaker's Family Hyundai,06795,Sedan,"['vehicle_images_more\\2e595cd2-75cc-4166-83e5-bc637ec4392a_1.jpg', 'vehicle_images_more\\2e595cd2-75cc-4166-83e5-bc637ec4392a_2.jpg', 'vehicle_images_more\\2e595cd2-75cc-4166-83e5-bc637ec4392a_3.jpg']"
Mercedes-Benz,GLC 300,2020,21995,59100,Gray,Tan,Gasoline,All-wheel Drive,W1N0G8EB2LF819915,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\b91a9162-8291-4e7f-8a9f-17eee0b2d482_1.jpg', 'vehicle_images_more\\b91a9162-8291-4e7f-8a9f-17eee0b2d482_2.jpg', 'vehicle_images_more\\b91a9162-8291-4e7f-8a9f-17eee0b2d482_3.jpg']"
Mercedes-Benz,C-Class,2018,16995,58500,Silver,Black,Gasoline,All-wheel Drive,55SWF4KB9JU279657,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\9e07056a-4373-4adc-8f02-0b43a0d14f30_1.jpg', 'vehicle_images_more\\9e07056a-4373-4adc-8f02-0b43a0d14f30_2.jpg', 'vehicle_images_more\\9e07056a-4373-4adc-8f02-0b43a0d14f30_3.jpg']"
Mercedes-Benz,GLC 300,2018,20495,51200,Selenite Grey Metallic,Black,Gasoline,All-wheel Drive,WDC0G4KB0JV106982,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\5565be10-e7c5-4fb3-b623-50d6d0fe3118_1.jpg', 'vehicle_images_more\\5565be10-e7c5-4fb3-b623-50d6d0fe3118_2.jpg', 'vehicle_images_more\\5565be10-e7c5-4fb3-b623-50d6d0fe3118_3.jpg']"
Mercedes-Benz,CLA 250,2018,20995,15900,White,Black,Gasoline,All-wheel Drive,WDDSJ4GB9JN510913,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\84dd4f54-7ba3-4e52-8da1-43974316dc03_1.jpg', 'vehicle_images_more\\84dd4f54-7ba3-4e52-8da1-43974316dc03_2.jpg', 'vehicle_images_more\\84dd4f54-7ba3-4e52-8da1-43974316dc03_3.jpg']"
Mercedes-Benz,C-Class,2016,23995,68900,White,Black,Gasoline,All-wheel Drive,55SWF6EB8GU119303,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\4923407d-3c13-4010-9c29-2ddb6ce880cd_1.jpg', 'vehicle_images_more\\4923407d-3c13-4010-9c29-2ddb6ce880cd_2.jpg', 'vehicle_images_more\\4923407d-3c13-4010-9c29-2ddb6ce880cd_3.jpg']"
Mercedes-Benz,C-Class,2018,18995,45800,White,Black,Gasoline,All-wheel Drive,55SWF4KB3JU278827,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\1f397764-35f1-4328-bdd6-e2b0dfbee616_1.jpg', 'vehicle_images_more\\1f397764-35f1-4328-bdd6-e2b0dfbee616_2.jpg', 'vehicle_images_more\\1f397764-35f1-4328-bdd6-e2b0dfbee616_3.jpg']"
Mercedes-Benz,C-Class,2015,18995,56044,Diamond White Metallic,Almond,Gasoline,All-wheel Drive,55SWF4KB2FU061938,J & M Automotive,06770,Sedan,"['vehicle_images_more\\a4e5a627-b86d-4090-9665-e626018950c9_1.jpg', 'vehicle_images_more\\a4e5a627-b86d-4090-9665-e626018950c9_2.jpg', 'vehicle_images_more\\a4e5a627-b86d-4090-9665-e626018950c9_3.jpg']"
Mercedes-Benz,C-Class,2017,15995,92611,Lunar Blue Metallic,Silk Beige/Black,Gasoline,All-wheel Drive,55SWF4KB5HU188878,J & M Automotive,06770,Sedan,"['vehicle_images_more\\9c3e7984-d7aa-46ee-a1c0-0ed34fa9629d_1.jpg', 'vehicle_images_more\\9c3e7984-d7aa-46ee-a1c0-0ed34fa9629d_2.jpg', 'vehicle_images_more\\9c3e7984-d7aa-46ee-a1c0-0ed34fa9629d_3.jpg']"
Mercedes-Benz,GLC 300,2019,21900,84889,Polar White,Black,Gasoline,All-wheel Drive,WDC0G4KB1KV171504,North End Motor Sales,01606,SUV,"['vehicle_images_more\\faeec22e-a39c-42d9-bde7-82869088e7b0_1.jpg', 'vehicle_images_more\\faeec22e-a39c-42d9-bde7-82869088e7b0_2.jpg', 'vehicle_images_more\\faeec22e-a39c-42d9-bde7-82869088e7b0_3.jpg']"
Mercedes-Benz,CLA 250,2019,25794,20305,Polar White,Black,Gasoline,All-wheel Drive,WDDSJ4GB6KN741947,Mercedes-Benz of North Haven,06473,Sedan,"['vehicle_images_more\\b8e12b6b-f24f-40c7-aac4-133c58b869c0_1.jpg', 'vehicle_images_more\\b8e12b6b-f24f-40c7-aac4-133c58b869c0_2.jpg', 'vehicle_images_more\\b8e12b6b-f24f-40c7-aac4-133c58b869c0_3.jpg']"
Mercedes-Benz,C-Class,2013,15995,42216,Gray,Beige,Gasoline,All-wheel Drive,WDDGF8AB3DG106960,Knighton's Auto Services,12205,Sedan,"['vehicle_images_more\\b1abcbf7-5dab-43e1-ae9b-15c2ba817a7c_1.jpg', 'vehicle_images_more\\b1abcbf7-5dab-43e1-ae9b-15c2ba817a7c_2.jpg', 'vehicle_images_more\\b1abcbf7-5dab-43e1-ae9b-15c2ba817a7c_3.jpg']"
Mercedes-Benz,GLA 250,2017,16500,66273,Gray,Sahara Beige,Gasoline,All-wheel Drive,WDCTG4GBXHJ327478,Saratoga Honda,12866,SUV,"['vehicle_images_more\\d4cb56c0-9f0c-401f-a40e-db1b49a316ef_1.jpg', 'vehicle_images_more\\d4cb56c0-9f0c-401f-a40e-db1b49a316ef_2.jpg', 'vehicle_images_more\\d4cb56c0-9f0c-401f-a40e-db1b49a316ef_3.jpg']"
Mercedes-Benz,E-Class,2014,19581,64014,White,designo Sand,Gasoline,Rear-wheel Drive,WDDKK5KF7EF280494,Blasius North,06790,Convertible,"['vehicle_images_more\\2e85e947-dbe7-4f3d-a16a-723f6f886903_1.jpg', 'vehicle_images_more\\2e85e947-dbe7-4f3d-a16a-723f6f886903_2.jpg', 'vehicle_images_more\\2e85e947-dbe7-4f3d-a16a-723f6f886903_3.jpg']"
Mercedes-Benz,E-Class,2017,24900,110835,White,Silk Beige,Gasoline,All-wheel Drive,WDDZH6GB5HA136792,Hoffman Honda,06092,Wagon,"['vehicle_images_more\\f6ab3b25-5c38-47a6-9c10-5a5307256918_1.jpg', 'vehicle_images_more\\f6ab3b25-5c38-47a6-9c10-5a5307256918_2.jpg', 'vehicle_images_more\\f6ab3b25-5c38-47a6-9c10-5a5307256918_3.jpg']"
Mercedes-Benz,GLB 250,2020,27995,39423,Cosmos Black Metallic,Macchiato Beige,Gasoline,All-wheel Drive,W1N4M4HB9LW027971,North Bay Imports,06088,SUV,"['vehicle_images_more\\0530f11f-21f7-4956-828c-5bb28f521421_1.jpg', 'vehicle_images_more\\0530f11f-21f7-4956-828c-5bb28f521421_2.jpg', 'vehicle_images_more\\0530f11f-21f7-4956-828c-5bb28f521421_3.jpg']"
Mercedes-Benz,GLA-Class,2015,12500,95553,Gray,,Gasoline,All-wheel Drive,WDCTG4GBXFJ051977,Stop and Drive Auto Sales,06088,SUV,"['vehicle_images_more\\530efa0d-c1d2-4363-b5f0-a6faddb4a099_1.jpg', 'vehicle_images_more\\530efa0d-c1d2-4363-b5f0-a6faddb4a099_2.jpg', 'vehicle_images_more\\530efa0d-c1d2-4363-b5f0-a6faddb4a099_3.jpg']"
Mercedes-Benz,GLA-Class,2015,15400,52067,Cirrus White,Black,Gasoline,All-wheel Drive,WDCTG4GB7FJ116347,Central A/S LLC,06088,SUV,"['vehicle_images_more\\1bfafe83-de2b-4af9-a7ed-248c6131246e_1.jpg', 'vehicle_images_more\\1bfafe83-de2b-4af9-a7ed-248c6131246e_2.jpg', 'vehicle_images_more\\1bfafe83-de2b-4af9-a7ed-248c6131246e_3.jpg']"
Mercedes-Benz,E-Class,2014,9950,125815,designo Magno Alanite Gray (Matte Finish),Black,Gasoline,All-wheel Drive,WDDHF8JB1EB016709,Prime Wheels LLC,06088,Sedan,"['vehicle_images_more\\2715c873-0a61-471e-a1e0-a97fcd3b3ae6_1.jpg', 'vehicle_images_more\\2715c873-0a61-471e-a1e0-a97fcd3b3ae6_2.jpg', 'vehicle_images_more\\2715c873-0a61-471e-a1e0-a97fcd3b3ae6_3.jpg']"
Mercedes-Benz,C-Class,2014,12997,89211,Dolomite Brown Metallic,Almond/Beige,Gasoline,All-wheel Drive,WDDGF8AB0EG216561,Auto Care LLC,06066,Sedan,"['vehicle_images_more\\357923f2-bd3a-4c5c-b288-afe652078dd9_1.jpg', 'vehicle_images_more\\357923f2-bd3a-4c5c-b288-afe652078dd9_2.jpg', 'vehicle_images_more\\357923f2-bd3a-4c5c-b288-afe652078dd9_3.jpg']"
Mercedes-Benz,C-Class,2011,8999,87560,Palladium Silver Metallic,,Gasoline,All-wheel Drive,WDDGF8BB9BR163082,Supreme Automotive,06051,Sedan,"['vehicle_images_more\\cb7948ab-b1a5-4e88-92f2-582b1a3578ea_1.jpg', 'vehicle_images_more\\cb7948ab-b1a5-4e88-92f2-582b1a3578ea_2.jpg', 'vehicle_images_more\\cb7948ab-b1a5-4e88-92f2-582b1a3578ea_3.jpg']"
Mercedes-Benz,C-Class,2013,7699,107288,Black,Almond/Beige,Gasoline,All-wheel Drive,WDDGF8AB9DR260786,Supreme Automotive,06051,Sedan,"['vehicle_images_more\\1bdbeea3-72c7-4a64-8ee0-fd6ad6a23297_1.jpg', 'vehicle_images_more\\1bdbeea3-72c7-4a64-8ee0-fd6ad6a23297_2.jpg', 'vehicle_images_more\\1bdbeea3-72c7-4a64-8ee0-fd6ad6a23297_3.jpg']"
Mercedes-Benz,GLA 250,2017,12999,95317,Blue,,E85 Flex Fuel,All-wheel Drive,WDCTG4GBXHJ317632,Supreme Automotive,06051,SUV,"['vehicle_images_more\\f92af297-1e1e-42b3-9209-ff182ba17f9e_1.jpg', 'vehicle_images_more\\f92af297-1e1e-42b3-9209-ff182ba17f9e_2.jpg', 'vehicle_images_more\\f92af297-1e1e-42b3-9209-ff182ba17f9e_3.jpg']"
Mercedes-Benz,E-Class,2017,28998,28265,White,BROWN,Gasoline,Four-wheel Drive,WDDZF4KB7HA086401,CarMax Waterbury,06705,Sedan,"['vehicle_images_more\\0a251d74-c3bc-4fe6-a5e3-4ea09a4d7245_1.jpg', 'vehicle_images_more\\0a251d74-c3bc-4fe6-a5e3-4ea09a4d7245_2.jpg', 'vehicle_images_more\\0a251d74-c3bc-4fe6-a5e3-4ea09a4d7245_3.jpg']"
Mercedes-Benz,C-Class,2014,9995,86900,Black,Black,Gasoline,All-wheel Drive,WDDGF8AB0ER318155,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\262c67c8-e093-43c6-8d7a-84ca08faac9d_1.jpg', 'vehicle_images_more\\262c67c8-e093-43c6-8d7a-84ca08faac9d_2.jpg', 'vehicle_images_more\\262c67c8-e093-43c6-8d7a-84ca08faac9d_3.jpg']"
Mercedes-Benz,GLA 250,2019,18995,41400,Polar White,Black,Gasoline,All-wheel Drive,WDCTG4GB4KU014707,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\738c21b9-23c4-4c0d-8355-6db4122e5766_1.jpg', 'vehicle_images_more\\738c21b9-23c4-4c0d-8355-6db4122e5766_2.jpg', 'vehicle_images_more\\738c21b9-23c4-4c0d-8355-6db4122e5766_3.jpg']"
Mercedes-Benz,AMG C 43,2017,24995,72200,White,Black,Gasoline,All-wheel Drive,55SWF6EB5HU202981,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\7d508ccb-be90-49be-800a-ab85ce3d058b_1.jpg', 'vehicle_images_more\\7d508ccb-be90-49be-800a-ab85ce3d058b_2.jpg', 'vehicle_images_more\\7d508ccb-be90-49be-800a-ab85ce3d058b_3.jpg']"
Mercedes-Benz,GLE 350,2017,23995,69019,Polar White,Black,Gasoline,All-wheel Drive,4JGDA5HB6HA840108,J & M Automotive,06770,SUV,"['vehicle_images_more\\5aa84b7b-624f-4d52-a361-8778d713b8b2_1.jpg', 'vehicle_images_more\\5aa84b7b-624f-4d52-a361-8778d713b8b2_2.jpg', 'vehicle_images_more\\5aa84b7b-624f-4d52-a361-8778d713b8b2_3.jpg']"
Mercedes-Benz,C-Class,2017,18990,67608,Silver,Black,Gasoline,All-wheel Drive,55SWF4KB6HU216526,Ron Bouchard Chrysler Dodge RAM,01420,Sedan,"['vehicle_images_more\\395791e8-7029-4f3e-a7be-439823d9730a_1.jpg', 'vehicle_images_more\\395791e8-7029-4f3e-a7be-439823d9730a_2.jpg', 'vehicle_images_more\\395791e8-7029-4f3e-a7be-439823d9730a_3.jpg']"
Mercedes-Benz,GLC 300,2018,15986,90718,Selenite Grey Metallic,Black,Gasoline,All-wheel Drive,WDC0G4KB5JV045953,Brewster Subaru,10509,SUV,"['vehicle_images_more\\f36084cf-2c40-49ec-aff0-31ab9da393c0_1.jpg', 'vehicle_images_more\\f36084cf-2c40-49ec-aff0-31ab9da393c0_2.jpg', 'vehicle_images_more\\f36084cf-2c40-49ec-aff0-31ab9da393c0_3.jpg']"
Mercedes-Benz,C-Class,2016,12887,128354,White,Black,Gasoline,All-wheel Drive,55SWF4KB0GU111513,Mercedes-Benz of North Haven,06473,Sedan,"['vehicle_images_more\\7f04cd73-1961-4b5f-90aa-78519e0c68ef_1.jpg', 'vehicle_images_more\\7f04cd73-1961-4b5f-90aa-78519e0c68ef_2.jpg', 'vehicle_images_more\\7f04cd73-1961-4b5f-90aa-78519e0c68ef_3.jpg']"
Audi,Q3,2018,22999,34977,Florett Silver Metallic,Black,Gasoline,All-wheel Drive,WA1JCCFSXJR035089,Audi Albany,12110,SUV,"['vehicle_images_more\\b18ebb3e-04d2-4d5f-97e3-9c0bc383b262_1.jpg', 'vehicle_images_more\\b18ebb3e-04d2-4d5f-97e3-9c0bc383b262_2.jpg', 'vehicle_images_more\\b18ebb3e-04d2-4d5f-97e3-9c0bc383b262_3.jpg']"
Audi,Q7,2017,28500,31234,Glacier White Metallic,Black,Gasoline,All-wheel Drive,WA1VABF78HD013791,Audi Albany,12110,SUV,"['vehicle_images_more\\be23ce62-ed25-45c6-8db0-537d172f226b_1.jpg', 'vehicle_images_more\\be23ce62-ed25-45c6-8db0-537d172f226b_2.jpg', 'vehicle_images_more\\be23ce62-ed25-45c6-8db0-537d172f226b_3.jpg']"
Audi,Q3,2019,26995,47000,Tango Red Metallic,Black,Gasoline,All-wheel Drive,WA1FECF33K1061901,Horning Auto Sales,12304,SUV,"['vehicle_images_more\\888f34ac-9445-44d6-9a0e-c180e15c9913_1.jpg', 'vehicle_images_more\\888f34ac-9445-44d6-9a0e-c180e15c9913_2.jpg', 'vehicle_images_more\\888f34ac-9445-44d6-9a0e-c180e15c9913_3.jpg']"
Audi,A7,2016,18995,109507,Black,Black,Gasoline,All-wheel Drive,WAUWGAFC7GN030295,Lusso Motors,12010,,"['vehicle_images_more\\9946892e-de8d-4fde-a584-5e9739ae4f66_1.jpg', 'vehicle_images_more\\9946892e-de8d-4fde-a584-5e9739ae4f66_2.jpg', 'vehicle_images_more\\9946892e-de8d-4fde-a584-5e9739ae4f66_3.jpg']"
Audi,S5,2018,26009,77583,Brilliant Black,Black,Gasoline,All-wheel Drive,WAUC4CF57JA135409,Bertera Chrysler Jeep Dodge RAM,01089,Hatchback,"['vehicle_images_more\\f547dff6-a22d-475b-928e-fc9c909fbda0_1.jpg', 'vehicle_images_more\\f547dff6-a22d-475b-928e-fc9c909fbda0_2.jpg', 'vehicle_images_more\\f547dff6-a22d-475b-928e-fc9c909fbda0_3.jpg']"
Audi,Q8,2019,33227,57003,Orca Black Metallic,Pando Gray,Gasoline,All-wheel Drive,WA1BVAF10KD007312,Mercedes-Benz of Springfield,01020,SUV,"['vehicle_images_more\\ca67e102-26e5-4fca-a73b-e0585c45e5d3_1.jpg', 'vehicle_images_more\\ca67e102-26e5-4fca-a73b-e0585c45e5d3_2.jpg', 'vehicle_images_more\\ca67e102-26e5-4fca-a73b-e0585c45e5d3_3.jpg']"
Audi,Q3,2016,12289,120290,White,Chestnut Brown,Gasoline,All-wheel Drive,WA1GFCFS2GR003361,Todd Nissan of Torrington,06790,SUV,"['vehicle_images_more\\f46fd2c2-20d2-40a3-b69d-614f85b4a4f3_1.jpg', 'vehicle_images_more\\f46fd2c2-20d2-40a3-b69d-614f85b4a4f3_2.jpg', 'vehicle_images_more\\f46fd2c2-20d2-40a3-b69d-614f85b4a4f3_3.jpg']"
Audi,S3,2015,13990,106861,Monsoon Gray Metallic,Black,Gasoline,All-wheel Drive,WAUBFGFF2F1086357,Lava Motors,06019,Sedan,"['vehicle_images_more\\7b6d941f-52fa-4bf8-8689-7d15bdb08efe_1.jpg', 'vehicle_images_more\\7b6d941f-52fa-4bf8-8689-7d15bdb08efe_2.jpg', 'vehicle_images_more\\7b6d941f-52fa-4bf8-8689-7d15bdb08efe_3.jpg']"
